date,product_id,warehouse,stock_level,daily_demand,units_ordered,lead_time_days,unit_cost,days_of_supply,stockout_risk
2024-03-21,PROD0009,WH-SOUTH,0,388,388,5,23.89,0.0,1
2024-03-22,PROD0009,WH-EAST,833,494,217,4,152.76,1.7,1
2024-03-23,PROD0009,WH-EAST,214,371,300,4,35.44,0.6,1
2024-03-24,PROD0009,WH-NORTH,337,313,201,4,10.83,1.1,1
2024-03-25,PROD0009,WH-NORTH,622,321,114,11,65.79,1.9,1
2024-03-26,PROD0009,WH-NORTH,387,453,324,13,51.06,0.9,1
2024-03-27,PROD0009,WH-SOUTH,489,390,227,4,179.42,1.3,1
2024-03-28,PROD0009,WH-EAST,391,375,245,11,191.41,1.0,1
2024-03-29,PROD0009,WH-NORTH,168,401,345,13,138.61,0.4,1
2024-03-30,PROD0009,WH-NORTH,942,360,46,8,143.5,2.6,1
2024-03-31,PROD0009,WH-NORTH,504,294,126,2,65.9,1.7,1
2024-04-01,PROD0009,WH-NORTH,924,350,42,7,134.78,2.6,1
2024-04-02,PROD0009,WH-NORTH,820,280,7,5,48.16,2.9,1
2024-04-03,PROD0009,WH-EAST,522,386,212,14,34.22,1.4,1
2024-04-04,PROD0009,WH-NORTH,955,386,68,12,169.28,2.5,1
2024-04-05,PROD0009,WH-NORTH,503,276,109,11,14.73,1.8,1
2024-04-06,PROD0009,WH-EAST,808,403,134,7,98.7,2.0,1
2024-04-07,PROD0009,WH-NORTH,640,352,139,13,7.27,1.8,1
2024-04-08,PROD0009,WH-SOUTH,808,409,140,4,137.92,2.0,1
2024-04-09,PROD0009,WH-NORTH,742,305,58,12,28.65,2.4,1
2024-04-10,PROD0009,WH-NORTH,0,326,326,5,117.62,0.0,1
2024-04-11,PROD0009,WH-EAST,463,341,187,13,136.73,1.4,1
2024-04-12,PROD0009,WH-EAST,746,185,0,6,130.35,4.0,0
2024-04-13,PROD0009,WH-NORTH,782,396,136,4,46.65,2.0,1
2024-04-14,PROD0009,WH-SOUTH,164,352,298,3,122.01,0.5,1
2024-04-15,PROD0009,WH-EAST,0,240,240,3,171.07,0.0,1
2024-04-16,PROD0009,WH-SOUTH,784,298,37,3,184.23,2.6,1
2024-04-17,PROD0009,WH-SOUTH,479,318,159,12,74.09,1.5,1
2024-04-18,PROD0009,WH-SOUTH,179,177,118,12,36.1,1.0,1
2024-04-19,PROD0009,WH-NORTH,581,381,188,13,122.8,1.5,1
2024-04-20,PROD0009,WH-EAST,512,398,228,12,113.83,1.3,1
2024-04-21,PROD0009,WH-NORTH,0,329,329,6,169.84,0.0,1
2024-04-22,PROD0009,WH-NORTH,930,248,0,2,166.54,3.8,0
2024-04-23,PROD0009,WH-SOUTH,347,252,137,3,54.24,1.4,1
2024-04-24,PROD0009,WH-EAST,800,390,124,13,96.46,2.1,1
2024-04-25,PROD0009,WH-NORTH,518,291,119,3,173.41,1.8,1
2024-04-26,PROD0009,WH-NORTH,457,245,93,10,192.38,1.9,1
2024-04-27,PROD0009,WH-EAST,891,411,114,11,73.27,2.2,1
2024-04-28,PROD0009,WH-SOUTH,544,353,172,6,31.37,1.5,1
2024-04-29,PROD0009,WH-NORTH,369,291,168,2,191.02,1.3,1
2024-04-30,PROD0009,WH-NORTH,658,336,117,6,68.06,2.0,1
2024-05-01,PROD0009,WH-SOUTH,739,305,59,2,34.42,2.4,1
2024-05-02,PROD0009,WH-SOUTH,0,299,299,3,100.94,0.0,1
2024-05-03,PROD0009,WH-SOUTH,303,327,226,5,133.84,0.9,1
2024-05-04,PROD0009,WH-NORTH,227,314,239,9,87.15,0.7,1
2024-05-05,PROD0009,WH-NORTH,899,406,107,9,77.15,2.2,1
2024-05-06,PROD0009,WH-NORTH,714,321,83,9,124.74,2.2,1
2024-05-07,PROD0009,WH-SOUTH,613,276,72,5,124.65,2.2,1
2024-05-08,PROD0009,WH-EAST,334,391,280,8,125.6,0.9,1
2024-05-09,PROD0009,WH-EAST,907,337,35,4,161.26,2.7,1
2024-05-10,PROD0009,WH-SOUTH,506,316,148,8,190.68,1.6,1
2024-05-11,PROD0009,WH-SOUTH,845,340,59,6,145.57,2.5,1
2024-05-12,PROD0009,WH-SOUTH,842,342,62,6,95.39,2.5,1
2024-05-13,PROD0009,WH-SOUTH,431,350,207,7,16.3,1.2,1
2024-05-14,PROD0009,WH-SOUTH,715,266,28,5,159.89,2.7,1
2024-05-15,PROD0009,WH-NORTH,621,365,158,11,117.9,1.7,1
2024-05-16,PROD0009,WH-NORTH,301,250,150,4,106.59,1.2,1
2024-05-17,PROD0009,WH-EAST,249,248,165,4,67.86,1.0,1
2024-05-18,PROD0009,WH-NORTH,0,245,245,12,174.46,0.0,1
2024-05-19,PROD0009,WH-NORTH,839,260,0,11,159.37,3.2,0
2024-05-20,PROD0009,WH-NORTH,592,307,110,10,171.97,1.9,1
2024-05-21,PROD0009,WH-SOUTH,878,365,73,5,7.95,2.4,1
2024-05-22,PROD0009,WH-NORTH,514,221,50,13,135.8,2.3,1
2024-05-23,PROD0009,WH-NORTH,619,328,122,3,148.84,1.9,1
2024-05-24,PROD0009,WH-SOUTH,680,346,120,11,32.75,2.0,1
2024-05-25,PROD0009,WH-NORTH,865,316,28,7,7.48,2.7,1
2024-05-26,PROD0009,WH-SOUTH,560,302,116,2,122.37,1.9,1
2024-05-27,PROD0009,WH-EAST,902,378,78,6,9.78,2.4,1
2024-05-28,PROD0009,WH-NORTH,517,317,145,6,53.21,1.6,1
2024-05-29,PROD0009,WH-NORTH,330,258,148,3,155.48,1.3,1
2024-05-30,PROD0009,WH-SOUTH,914,344,40,8,101.59,2.7,1
2024-05-31,PROD0009,WH-SOUTH,537,256,77,4,148.69,2.1,1
2024-06-01,PROD0009,WH-NORTH,346,269,154,4,192.84,1.3,1
2024-06-02,PROD0009,WH-EAST,197,396,331,11,20.38,0.5,1
2024-06-03,PROD0009,WH-SOUTH,704,300,66,8,154.13,2.3,1
2024-06-04,PROD0009,WH-EAST,913,252,0,5,65.1,3.6,0
2024-06-05,PROD0009,WH-EAST,179,163,104,12,171.91,1.1,1
2024-06-06,PROD0009,WH-EAST,574,375,184,10,21.74,1.5,1
2024-06-07,PROD0009,WH-SOUTH,676,394,169,14,145.59,1.7,1
2024-06-08,PROD0009,WH-SOUTH,806,350,82,4,173.81,2.3,1
2024-06-09,PROD0009,WH-SOUTH,510,340,170,13,134.01,1.5,1
2024-06-10,PROD0009,WH-EAST,217,246,174,6,42.59,0.9,1
2024-06-11,PROD0009,WH-EAST,223,343,269,9,144.57,0.7,1
2024-06-12,PROD0009,WH-NORTH,278,361,269,13,199.77,0.8,1
2024-06-13,PROD0009,WH-NORTH,537,223,44,2,91.82,2.4,1
2024-06-14,PROD0009,WH-EAST,882,322,28,7,65.85,2.7,1
2024-06-15,PROD0009,WH-SOUTH,390,405,275,14,187.2,1.0,1
2024-06-16,PROD0009,WH-EAST,924,374,66,3,156.8,2.5,1
2024-06-17,PROD0009,WH-NORTH,578,273,81,8,83.47,2.1,1
2024-06-18,PROD0009,WH-EAST,173,221,164,11,57.36,0.8,1
2024-06-19,PROD0009,WH-SOUTH,608,342,140,10,135.24,1.8,1
2024-06-20,PROD0009,WH-SOUTH,885,220,0,2,106.22,4.0,0
2024-06-21,PROD0009,WH-SOUTH,948,342,26,3,104.11,2.8,1
2024-06-22,PROD0009,WH-SOUTH,707,246,11,14,144.54,2.9,1
2024-06-23,PROD0009,WH-SOUTH,614,250,46,3,96.12,2.5,1
2024-06-24,PROD0009,WH-SOUTH,916,320,15,5,154.0,2.9,1
2024-06-25,PROD0009,WH-SOUTH,515,388,217,11,43.05,1.3,1
2024-06-26,PROD0009,WH-NORTH,529,347,171,11,148.94,1.5,1
2024-06-27,PROD0009,WH-SOUTH,585,340,145,7,6.32,1.7,1
2024-06-28,PROD0009,WH-NORTH,684,339,111,6,115.7,2.0,1
2024-01-01,PROD0010,WH-SOUTH,270,517,427,6,118.22,0.5,1
2024-01-02,PROD0010,WH-NORTH,857,377,92,5,176.17,2.3,1
2024-01-03,PROD0010,WH-NORTH,1083,334,0,13,36.47,3.2,0
2024-01-04,PROD0010,WH-SOUTH,729,266,23,7,180.12,2.7,1
2024-01-05,PROD0010,WH-EAST,826,394,119,10,109.31,2.1,1
2024-01-06,PROD0010,WH-SOUTH,385,431,303,2,132.07,0.9,1
2024-01-07,PROD0010,WH-EAST,427,395,253,9,153.05,1.1,1
2024-01-08,PROD0010,WH-NORTH,684,372,144,9,36.17,1.8,1
2024-01-09,PROD0010,WH-EAST,1071,388,31,10,18.84,2.8,1
2024-01-10,PROD0010,WH-EAST,758,374,122,3,38.86,2.0,1
2024-01-11,PROD0010,WH-EAST,684,401,173,12,48.17,1.7,1
2024-01-12,PROD0010,WH-NORTH,802,343,76,14,113.45,2.3,1
2024-01-13,PROD0010,WH-NORTH,341,329,216,14,92.37,1.0,1
2024-01-14,PROD0010,WH-EAST,602,418,218,7,52.79,1.4,1
2024-01-15,PROD0010,WH-EAST,937,375,63,4,52.38,2.5,1
2024-01-16,PROD0010,WH-EAST,614,431,227,8,24.33,1.4,1
2024-01-17,PROD0010,WH-EAST,846,375,93,14,157.32,2.3,1
2024-01-18,PROD0010,WH-EAST,979,516,190,2,17.58,1.9,1
2024-01-19,PROD0010,WH-NORTH,746,590,342,3,59.01,1.3,1
2024-01-20,PROD0010,WH-SOUTH,732,533,289,6,90.32,1.4,1
2024-01-21,PROD0010,WH-NORTH,1147,369,0,2,197.51,3.1,0
2024-01-22,PROD0010,WH-EAST,466,409,254,7,83.53,1.1,1
2024-01-23,PROD0010,WH-EAST,398,461,329,10,88.02,0.9,1
2024-01-24,PROD0010,WH-SOUTH,965,544,223,9,193.93,1.8,1
2024-01-25,PROD0010,WH-NORTH,216,460,388,11,175.82,0.5,1
2024-01-26,PROD0010,WH-EAST,871,342,52,11,14.6,2.5,1
2024-01-27,PROD0010,WH-NORTH,538,283,104,13,85.51,1.9,1
2024-01-28,PROD0010,WH-EAST,1114,279,0,5,136.71,4.0,0
2024-01-29,PROD0010,WH-SOUTH,650,351,135,8,157.31,1.9,1
2024-01-30,PROD0010,WH-SOUTH,532,461,284,9,144.32,1.2,1
2024-01-31,PROD0010,WH-NORTH,1048,334,0,13,123.83,3.1,0
2024-02-01,PROD0010,WH-EAST,590,474,278,14,105.05,1.2,1
2024-02-02,PROD0010,WH-SOUTH,864,364,76,10,175.85,2.4,1
2024-02-03,PROD0010,WH-NORTH,788,426,164,6,30.45,1.8,1
2024-02-04,PROD0010,WH-SOUTH,0,356,356,8,101.82,0.0,1
2024-02-05,PROD0010,WH-EAST,653,421,204,7,158.95,1.6,1
2024-02-06,PROD0010,WH-NORTH,758,399,147,8,153.01,1.9,1
2024-02-07,PROD0010,WH-NORTH,614,352,148,11,61.89,1.7,1
2024-02-08,PROD0010,WH-EAST,406,190,55,2,64.28,2.1,1
2024-02-09,PROD0010,WH-EAST,343,351,237,2,104.94,1.0,1
2024-02-10,PROD0010,WH-NORTH,553,386,202,2,107.18,1.4,1
2024-02-11,PROD0010,WH-NORTH,987,390,61,9,170.35,2.5,1
2024-02-12,PROD0010,WH-NORTH,910,349,46,12,20.62,2.6,1
2024-02-13,PROD0010,WH-SOUTH,352,430,313,11,61.73,0.8,1
2024-02-14,PROD0010,WH-SOUTH,538,432,253,7,92.42,1.2,1
2024-02-15,PROD0010,WH-NORTH,694,327,96,10,18.89,2.1,1
2024-02-16,PROD0010,WH-SOUTH,202,450,383,12,150.9,0.4,1
2024-02-17,PROD0010,WH-SOUTH,249,455,372,9,45.99,0.5,1
2024-02-18,PROD0010,WH-SOUTH,882,386,92,3,14.9,2.3,1
2024-02-19,PROD0010,WH-NORTH,910,274,0,8,176.33,3.3,0
2024-02-20,PROD0010,WH-EAST,966,460,138,7,42.77,2.1,1
2024-02-21,PROD0010,WH-SOUTH,212,450,380,6,140.26,0.5,1
2024-02-22,PROD0010,WH-EAST,554,420,236,3,104.5,1.3,1
2024-02-23,PROD0010,WH-SOUTH,857,370,85,11,195.15,2.3,1
2024-02-24,PROD0010,WH-SOUTH,508,438,269,6,81.67,1.2,1
2024-02-25,PROD0010,WH-SOUTH,450,482,332,2,77.68,0.9,1
2024-02-26,PROD0010,WH-NORTH,419,395,256,12,65.51,1.1,1
2024-02-27,PROD0010,WH-NORTH,758,331,79,10,142.32,2.3,1
2024-02-28,PROD0010,WH-EAST,1015,202,0,3,105.21,5.0,0
2024-02-29,PROD0010,WH-EAST,227,389,314,2,42.63,0.6,1
2024-03-01,PROD0010,WH-EAST,1136,292,0,9,55.72,3.9,0
2024-03-02,PROD0010,WH-NORTH,568,494,305,9,124.43,1.1,1
2024-03-03,PROD0010,WH-EAST,1025,470,129,11,45.62,2.2,1
2024-03-04,PROD0010,WH-NORTH,472,494,337,12,36.85,1.0,1
2024-03-05,PROD0010,WH-EAST,953,400,83,7,69.42,2.4,1
2024-03-06,PROD0010,WH-NORTH,221,286,213,7,83.21,0.8,1
2024-03-07,PROD0010,WH-EAST,944,424,110,9,30.57,2.2,1
2024-03-08,PROD0010,WH-SOUTH,394,385,254,10,195.17,1.0,1
2024-03-09,PROD0010,WH-EAST,617,460,255,7,26.29,1.3,1
2024-03-10,PROD0010,WH-SOUTH,419,399,260,8,199.37,1.1,1
2024-03-11,PROD0010,WH-EAST,775,323,65,13,130.53,2.4,1
2024-03-12,PROD0010,WH-SOUTH,320,379,273,9,47.53,0.8,1
2024-03-13,PROD0010,WH-SOUTH,269,262,173,7,157.0,1.0,1
2024-03-14,PROD0010,WH-SOUTH,319,351,245,7,56.47,0.9,1
2024-03-15,PROD0010,WH-EAST,215,365,294,11,177.26,0.6,1
2024-03-16,PROD0010,WH-NORTH,731,373,130,8,168.89,2.0,1
2024-03-17,PROD0010,WH-NORTH,622,448,241,5,136.64,1.4,1
2024-03-18,PROD0010,WH-EAST,717,338,99,11,198.08,2.1,1
2024-03-19,PROD0010,WH-EAST,568,424,235,14,98.39,1.3,1
2024-03-20,PROD0010,WH-NORTH,268,296,207,10,140.08,0.9,1
2024-03-21,PROD0010,WH-EAST,503,430,263,11,60.63,1.2,1
2024-03-22,PROD0010,WH-NORTH,472,444,287,9,15.39,1.1,1
2024-03-23,PROD0010,WH-SOUTH,325,405,297,13,34.36,0.8,1
2024-03-24,PROD0010,WH-EAST,771,359,102,4,112.17,2.1,1
2024-03-25,PROD0010,WH-SOUTH,459,374,221,3,175.06,1.2,1
2024-03-26,PROD0010,WH-NORTH,435,386,241,9,111.5,1.1,1
2024-03-27,PROD0010,WH-NORTH,1137,424,45,5,66.26,2.7,1
2024-03-28,PROD0010,WH-NORTH,855,282,0,10,132.17,3.0,0
2024-03-29,PROD0010,WH-SOUTH,550,369,186,2,178.68,1.5,1
2024-03-30,PROD0010,WH-EAST,376,366,241,5,168.42,1.0,1
2024-03-31,PROD0010,WH-SOUTH,770,388,132,8,193.84,2.0,1
2024-04-01,PROD0010,WH-EAST,1151,283,0,14,64.37,4.1,0
2024-04-02,PROD0010,WH-NORTH,843,416,135,3,153.8,2.0,1
2024-04-03,PROD0010,WH-SOUTH,691,297,67,13,90.73,2.3,1
2024-04-04,PROD0010,WH-NORTH,929,396,87,8,180.9,2.3,1
2024-04-05,PROD0010,WH-NORTH,570,422,232,5,7.02,1.4,1
2024-04-06,PROD0010,WH-SOUTH,382,259,132,4,64.09,1.5,1
2024-04-07,PROD0010,WH-SOUTH,484,424,263,8,76.42,1.1,1
2024-04-08,PROD0010,WH-SOUTH,986,300,0,2,156.66,3.3,0
2024-04-09,PROD0010,WH-SOUTH,1120,395,22,11,131.72,2.8,1
2024-04-10,PROD0010,WH-EAST,468,448,292,9,79.16,1.0,1
2024-04-11,PROD0010,WH-NORTH,222,476,402,10,125.07,0.5,1
2024-04-12,PROD0010,WH-NORTH,1055,413,62,10,6.78,2.6,1
2024-04-13,PROD0010,WH-NORTH,0,499,499,8,67.66,0.0,1
2024-04-14,PROD0010,WH-EAST,470,402,246,8,125.7,1.2,1
2024-04-15,PROD0010,WH-NORTH,269,367,278,5,22.45,0.7,1
2024-04-16,PROD0010,WH-SOUTH,1064,372,18,2,190.17,2.9,1
2024-04-17,PROD0010,WH-EAST,494,415,251,13,57.04,1.2,1
2024-04-18,PROD0010,WH-EAST,963,360,39,8,195.33,2.7,1
2024-04-19,PROD0010,WH-EAST,654,502,284,11,149.84,1.3,1
2024-04-20,PROD0010,WH-NORTH,382,462,335,7,90.0,0.8,1
2024-04-21,PROD0010,WH-SOUTH,341,421,308,6,160.32,0.8,1
2024-04-22,PROD0010,WH-NORTH,623,329,122,8,174.42,1.9,1
2024-04-23,PROD0010,WH-EAST,1043,347,0,14,75.98,3.0,0
2024-04-24,PROD0010,WH-NORTH,896,203,0,5,20.17,4.4,0
2024-04-25,PROD0010,WH-NORTH,1095,346,0,12,40.22,3.2,0
2024-04-26,PROD0010,WH-NORTH,585,487,292,6,128.73,1.2,1
2024-04-27,PROD0010,WH-EAST,1056,277,0,3,29.86,3.8,0
2024-04-28,PROD0010,WH-EAST,826,437,162,6,148.8,1.9,1
2024-04-29,PROD0010,WH-NORTH,611,286,83,3,175.17,2.1,1
2024-04-30,PROD0010,WH-EAST,1100,446,80,4,142.55,2.5,1
2024-05-01,PROD0010,WH-SOUTH,1051,280,0,5,71.23,3.8,0
2024-05-02,PROD0010,WH-NORTH,977,378,53,7,127.77,2.6,1
2024-05-03,PROD0010,WH-SOUTH,990,464,134,14,150.85,2.1,1
2024-05-04,PROD0010,WH-EAST,194,366,302,3,167.96,0.5,1
2024-05-05,PROD0010,WH-SOUTH,680,387,161,14,69.95,1.8,1
2024-05-06,PROD0010,WH-SOUTH,262,578,491,14,13.46,0.5,1
2024-05-07,PROD0010,WH-NORTH,676,335,110,7,141.27,2.0,1
2024-05-08,PROD0010,WH-EAST,708,290,54,6,15.1,2.4,1
2024-05-09,PROD0010,WH-SOUTH,932,283,0,3,30.57,3.3,0
2024-05-10,PROD0010,WH-EAST,0,532,532,12,89.0,0.0,1
2024-05-11,PROD0010,WH-SOUTH,887,538,243,5,129.64,1.6,1
2024-05-12,PROD0010,WH-NORTH,342,490,376,5,28.17,0.7,1
2024-05-13,PROD0010,WH-SOUTH,411,311,174,6,178.95,1.3,1
2024-05-14,PROD0010,WH-EAST,922,368,61,7,54.56,2.5,1
2024-05-15,PROD0010,WH-NORTH,351,486,369,3,117.12,0.7,1
2024-05-16,PROD0010,WH-SOUTH,1091,395,32,10,101.82,2.8,1
2024-05-17,PROD0010,WH-NORTH,851,534,251,5,153.01,1.6,1
2024-05-18,PROD0010,WH-NORTH,802,399,132,4,150.47,2.0,1
2024-05-19,PROD0010,WH-SOUTH,216,426,354,14,143.25,0.5,1
2024-05-20,PROD0010,WH-EAST,872,449,159,8,164.7,1.9,1
2024-05-21,PROD0010,WH-SOUTH,671,434,211,13,185.2,1.5,1
2024-05-22,PROD0010,WH-NORTH,718,342,103,11,52.37,2.1,1
2024-05-23,PROD0010,WH-SOUTH,261,329,242,3,194.36,0.8,1
2024-05-24,PROD0010,WH-SOUTH,678,354,128,10,90.78,1.9,1
2024-05-25,PROD0010,WH-EAST,701,503,270,11,71.32,1.4,1
2024-05-26,PROD0010,WH-EAST,365,320,199,5,122.78,1.1,1
2024-05-27,PROD0010,WH-EAST,1014,373,35,8,163.66,2.7,1
2024-05-28,PROD0010,WH-EAST,799,383,117,10,62.02,2.1,1
2024-05-29,PROD0010,WH-SOUTH,896,389,91,7,174.48,2.3,1
2024-05-30,PROD0010,WH-EAST,343,275,161,8,129.86,1.2,1
2024-05-31,PROD0010,WH-EAST,343,437,323,14,129.58,0.8,1
2024-06-01,PROD0010,WH-SOUTH,622,386,179,2,159.96,1.6,1
2024-06-02,PROD0010,WH-EAST,319,366,260,4,13.9,0.9,1
2024-06-03,PROD0010,WH-NORTH,577,378,186,9,196.27,1.5,1
2024-06-04,PROD0010,WH-EAST,576,389,197,6,98.6,1.5,1
2024-06-05,PROD0010,WH-NORTH,668,400,178,4,63.09,1.7,1
2024-06-06,PROD0010,WH-SOUTH,0,424,424,5,128.91,0.0,1
2024-06-07,PROD0010,WH-EAST,745,246,0,12,126.71,3.0,0
2024-06-08,PROD0010,WH-SOUTH,366,366,244,9,182.41,1.0,1
2024-06-09,PROD0010,WH-NORTH,780,350,90,13,81.98,2.2,1
2024-06-10,PROD0010,WH-EAST,313,405,301,14,196.48,0.8,1
2024-06-11,PROD0010,WH-SOUTH,592,329,132,3,198.25,1.8,1
2024-06-12,PROD0010,WH-SOUTH,526,284,109,7,31.36,1.9,1
2024-06-13,PROD0010,WH-NORTH,0,392,392,3,190.97,0.0,1
2024-06-14,PROD0010,WH-NORTH,378,491,365,13,80.32,0.8,1
2024-06-15,PROD0010,WH-NORTH,804,309,41,3,69.45,2.6,1
2024-06-16,PROD0010,WH-SOUTH,249,564,481,3,162.43,0.4,1
2024-06-17,PROD0010,WH-EAST,561,372,185,6,46.11,1.5,1
2024-06-18,PROD0010,WH-EAST,965,457,136,5,23.8,2.1,1
2024-06-19,PROD0010,WH-SOUTH,664,402,181,8,168.17,1.7,1
2024-06-20,PROD0010,WH-SOUTH,303,384,283,2,88.86,0.8,1
2024-06-21,PROD0010,WH-SOUTH,1115,447,76,10,108.67,2.5,1
2024-06-22,PROD0010,WH-NORTH,310,363,260,9,36.38,0.9,1
2024-06-23,PROD0010,WH-SOUTH,777,364,105,9,126.03,2.1,1
2024-06-24,PROD0010,WH-NORTH,237,474,395,9,16.89,0.5,1
2024-06-25,PROD0010,WH-SOUTH,524,352,178,12,174.63,1.5,1
2024-06-26,PROD0010,WH-SOUTH,798,322,56,9,120.55,2.5,1
2024-06-27,PROD0010,WH-NORTH,1045,414,66,8,127.54,2.5,1
2024-06-28,PROD0010,WH-SOUTH,759,431,178,14,100.39,1.8,1
2024-01-01,PROD0011,WH-NORTH,1053,312,0,11,153.39,3.4,0
2024-01-02,PROD0011,WH-SOUTH,739,337,91,10,60.06,2.2,1
2024-01-03,PROD0011,WH-NORTH,820,265,0,5,155.33,3.1,0
2024-01-04,PROD0011,WH-NORTH,930,300,0,2,56.43,3.1,0
2024-01-05,PROD0011,WH-SOUTH,910,343,40,2,5.42,2.7,1
2024-01-06,PROD0011,WH-SOUTH,598,458,259,7,44.45,1.3,1
2024-01-07,PROD0011,WH-SOUTH,813,503,232,14,143.73,1.6,1
2024-01-08,PROD0011,WH-SOUTH,303,404,303,4,164.94,0.8,1
2024-01-09,PROD0011,WH-SOUTH,747,342,93,10,36.95,2.2,1
2024-01-10,PROD0011,WH-EAST,1057,180,0,5,173.79,5.9,0
2024-01-11,PROD0011,WH-EAST,665,386,165,6,112.91,1.7,1
2024-01-12,PROD0011,WH-EAST,0,487,487,10,144.13,0.0,1
2024-01-13,PROD0011,WH-NORTH,967,336,14,14,76.63,2.9,1
2024-01-14,PROD0011,WH-SOUTH,966,418,96,12,166.64,2.3,1
2024-01-15,PROD0011,WH-NORTH,594,365,167,3,31.04,1.6,1
2024-01-16,PROD0011,WH-NORTH,273,415,324,12,175.05,0.7,1
2024-01-17,PROD0011,WH-NORTH,1073,403,46,7,30.1,2.7,1
2024-01-18,PROD0011,WH-SOUTH,612,274,70,3,19.17,2.2,1
2024-01-19,PROD0011,WH-SOUTH,0,501,501,10,85.03,0.0,1
2024-01-20,PROD0011,WH-NORTH,1066,322,0,6,97.17,3.3,0
2024-01-21,PROD0011,WH-SOUTH,389,312,183,8,112.1,1.2,1
2024-01-22,PROD0011,WH-NORTH,440,305,159,7,94.58,1.4,1
2024-01-23,PROD0011,WH-EAST,1007,445,110,12,140.47,2.3,1
2024-01-24,PROD0011,WH-SOUTH,376,331,206,3,80.67,1.1,1
2024-01-25,PROD0011,WH-EAST,984,229,0,4,194.96,4.3,0
2024-01-26,PROD0011,WH-SOUTH,840,296,16,12,146.28,2.8,1
2024-01-27,PROD0011,WH-EAST,968,272,0,2,137.38,3.6,0
2024-01-28,PROD0011,WH-NORTH,493,395,231,11,123.93,1.2,1
2024-01-29,PROD0011,WH-EAST,519,232,59,5,32.46,2.2,1
2024-01-30,PROD0011,WH-EAST,994,415,84,11,86.62,2.4,1
2024-01-31,PROD0011,WH-EAST,807,379,110,11,195.45,2.1,1
2024-02-01,PROD0011,WH-EAST,947,297,0,14,61.79,3.2,0
2024-02-02,PROD0011,WH-EAST,531,448,271,11,138.28,1.2,1
2024-02-03,PROD0011,WH-EAST,567,461,272,3,67.58,1.2,1
2024-02-04,PROD0011,WH-NORTH,801,290,23,12,166.53,2.8,1
2024-02-05,PROD0011,WH-SOUTH,1011,371,34,3,129.59,2.7,1
2024-02-06,PROD0011,WH-SOUTH,371,348,225,11,44.94,1.1,1
2024-02-07,PROD0011,WH-EAST,233,358,281,9,91.37,0.7,1
2024-02-08,PROD0011,WH-NORTH,741,434,187,6,100.01,1.7,1
2024-02-09,PROD0011,WH-SOUTH,263,327,240,4,23.4,0.8,1
2024-02-10,PROD0011,WH-NORTH,659,464,245,2,125.36,1.4,1
2024-02-11,PROD0011,WH-SOUTH,718,344,105,10,51.07,2.1,1
2024-02-12,PROD0011,WH-EAST,449,417,268,13,190.22,1.1,1
2024-02-13,PROD0011,WH-EAST,272,423,333,13,119.9,0.6,1
2024-02-14,PROD0011,WH-EAST,677,480,255,14,35.1,1.4,1
2024-02-15,PROD0011,WH-NORTH,363,410,289,7,106.64,0.9,1
2024-02-16,PROD0011,WH-EAST,295,420,322,9,81.7,0.7,1
2024-02-17,PROD0011,WH-SOUTH,408,311,175,13,54.2,1.3,1
2024-02-18,PROD0011,WH-SOUTH,1002,390,56,13,40.51,2.6,1
2024-02-19,PROD0011,WH-SOUTH,935,365,54,14,27.39,2.6,1
2024-02-20,PROD0011,WH-SOUTH,709,297,61,3,94.97,2.4,1
2024-02-21,PROD0011,WH-SOUTH,307,359,257,6,130.27,0.9,1
2024-02-22,PROD0011,WH-SOUTH,205,467,399,2,127.0,0.4,1
2024-02-23,PROD0011,WH-EAST,411,267,130,2,99.52,1.5,1
2024-02-24,PROD0011,WH-EAST,554,475,291,6,27.43,1.2,1
2024-02-25,PROD0011,WH-SOUTH,339,305,192,10,155.74,1.1,1
2024-02-26,PROD0011,WH-EAST,354,342,224,4,129.26,1.0,1
2024-02-27,PROD0011,WH-EAST,408,384,248,10,28.15,1.1,1
2024-02-28,PROD0011,WH-SOUTH,960,331,11,14,53.42,2.9,1
2024-02-29,PROD0011,WH-NORTH,921,416,109,14,56.1,2.2,1
2024-03-01,PROD0011,WH-EAST,271,405,315,3,11.36,0.7,1
2024-03-02,PROD0011,WH-EAST,592,444,247,12,137.7,1.3,1
2024-03-03,PROD0011,WH-EAST,250,420,337,10,164.77,0.6,1
2024-03-04,PROD0011,WH-EAST,644,369,155,2,136.47,1.7,1
2024-03-05,PROD0011,WH-NORTH,299,486,387,9,196.03,0.6,1
2024-03-06,PROD0011,WH-SOUTH,523,306,132,5,166.38,1.7,1
2024-03-07,PROD0011,WH-NORTH,717,207,0,12,92.92,3.5,0
2024-03-08,PROD0011,WH-EAST,0,345,345,2,133.12,0.0,1
2024-03-09,PROD0011,WH-EAST,204,450,382,11,148.06,0.5,1
2024-03-10,PROD0011,WH-NORTH,950,408,92,11,125.46,2.3,1
2024-03-11,PROD0011,WH-SOUTH,527,446,271,2,35.14,1.2,1
2024-03-12,PROD0011,WH-SOUTH,404,284,150,12,67.2,1.4,1
2024-03-13,PROD0011,WH-NORTH,584,326,132,4,51.41,1.8,1
2024-03-14,PROD0011,WH-NORTH,338,403,291,10,6.59,0.8,1
2024-03-15,PROD0011,WH-NORTH,0,314,314,10,154.84,0.0,1
2024-03-16,PROD0011,WH-NORTH,0,349,349,9,109.93,0.0,1
