date,region,category,revenue,orders,avg_order_value,return_rate,discount_pct,customer_satisfaction
2023-03-19,North,Electronics,6873.05,120,57.28,0.148,0.28,3.3
2023-03-19,South,Home,6850.5,130,52.7,0.144,0.23,3.0
2023-03-19,East,Electronics,6302.71,135,46.69,0.14,0.28,3.8
2023-03-19,West,Home,6493.42,107,60.69,0.031,0.16,4.2
2023-03-19,Central,Sports,7062.46,139,50.81,0.14,0.29,3.3
2023-03-20,North,Electronics,6417.51,106,60.54,0.06,0.13,4.9
2023-03-20,South,Home,6955.59,139,50.04,0.035,0.18,3.1
2023-03-20,East,Electronics,20894.9,196,106.61,0.041,0.29,4.0
2023-03-20,West,Clothing,6222.59,102,61.01,0.068,0.22,4.7
2023-03-20,Central,Home,6586.31,104,63.33,0.055,0.02,4.4
2023-03-21,North,Home,6454.2,114,56.62,0.086,0.02,4.7
2023-03-21,South,Electronics,6691.27,110,60.83,0.05,0.15,3.1
2023-03-21,East,Home,6755.84,108,62.55,0.067,0.28,3.4
2023-03-21,West,Home,6681.73,109,61.3,0.049,0.07,4.8
2023-03-21,Central,Sports,6583.86,128,51.44,0.068,0.15,4.8
2023-03-22,North,Electronics,6837.77,105,65.12,0.134,0.26,4.5
2023-03-22,South,Home,7094.39,138,51.41,0.021,0.06,4.1
2023-03-22,East,Home,6465.84,119,54.33,0.15,0.23,4.5
2023-03-22,West,Clothing,7000.1,125,56.0,0.021,0.12,3.5
2023-03-22,Central,Electronics,6278.2,100,62.78,0.119,0.11,4.5
2023-03-23,North,Clothing,7078.11,138,51.29,0.075,0.29,4.9
2023-03-23,South,Sports,6758.47,147,45.98,0.074,0.27,3.9
2023-03-23,East,Sports,6795.92,113,60.14,0.037,0.25,3.1
2023-03-23,West,Books,6314.44,98,64.43,0.131,0.28,3.8
2023-03-23,Central,Home,6473.83,105,61.66,0.055,0.02,3.4
2023-03-24,North,Home,6682.02,138,48.42,0.061,0.04,3.7
2023-03-24,South,Home,6216.95,102,60.95,0.054,0.04,3.3
2023-03-24,East,Books,6388.11,108,59.15,0.039,0.21,4.9
2023-03-24,West,Books,6090.96,115,52.96,0.054,0.3,3.1
2023-03-24,Central,Home,6336.13,105,60.34,0.033,0.24,3.2
2023-03-25,North,Clothing,6795.0,146,46.54,0.037,0.25,3.7
2023-03-25,South,Electronics,6314.12,111,56.88,0.023,0.02,4.8
2023-03-25,East,Books,6293.81,116,54.26,0.036,0.28,3.1
2023-03-25,West,Home,6892.98,115,59.94,0.109,0.05,3.4
2023-03-25,Central,Clothing,6462.29,132,48.96,0.025,0.19,3.5
2023-03-26,North,Books,6523.82,116,56.24,0.07,0.13,4.3
2023-03-26,South,Sports,6907.11,113,61.12,0.123,0.3,4.6
2023-03-26,East,Sports,6372.07,116,54.93,0.062,0.08,3.1
2023-03-26,West,Books,6901.5,121,57.04,0.028,0.3,4.1
2023-03-26,Central,Clothing,6735.74,104,64.77,0.055,0.24,4.8
2023-03-27,North,Clothing,5430.4,117,46.41,0.095,0.29,3.8
2023-03-27,South,Books,7462.69,153,48.78,0.125,0.21,4.8
2023-03-27,East,Sports,6244.59,137,45.58,0.093,0.17,3.4
2023-03-27,West,Home,7229.59,131,55.19,0.025,0.02,4.2
2023-03-27,Central,Books,6564.93,144,45.59,0.139,0.06,3.3
2023-03-28,North,Electronics,6474.25,104,62.25,0.039,0.21,3.3
2023-03-28,South,Books,5955.11,126,47.26,0.145,0.11,4.9
2023-03-28,East,Clothing,6503.18,127,51.21,0.115,0.13,4.3
2023-03-28,West,Sports,6697.35,122,54.9,0.11,0.28,4.6
2023-03-28,Central,Books,6679.85,137,48.76,0.037,0.22,4.9
2023-03-29,North,Sports,7008.6,109,64.3,0.024,0.18,4.8
2023-03-29,South,Clothing,6821.78,121,56.38,0.063,0.02,3.7
2023-03-29,East,Electronics,6571.27,127,51.74,0.127,0.2,4.5
2023-03-29,West,Books,6590.91,133,49.56,0.053,0.03,3.0
2023-03-29,Central,Clothing,6653.2,126,52.8,0.135,0.15,3.8
2023-03-30,North,Clothing,6482.54,118,54.94,0.041,0.02,4.7
2023-03-30,South,Electronics,6575.96,129,50.98,0.03,0.05,3.8
2023-03-30,East,Sports,6572.88,104,63.2,0.148,0.27,4.4
2023-03-30,West,Sports,6240.38,116,53.8,0.136,0.05,3.2
2023-03-30,Central,Sports,6669.21,113,59.02,0.054,0.08,3.5
2023-03-31,North,Home,6804.04,147,46.29,0.04,0.11,3.9
2023-03-31,South,Electronics,6494.76,113,57.48,0.047,0.19,5.0
2023-03-31,East,Home,7041.52,129,54.59,0.081,0.27,3.5
2023-03-31,West,Clothing,6430.18,122,52.71,0.078,0.08,3.9
2023-03-31,Central,Electronics,6385.74,128,49.89,0.04,0.21,3.2
2023-04-01,North,Clothing,6349.95,119,53.36,0.092,0.25,4.6
2023-04-01,South,Home,6143.51,115,53.42,0.094,0.07,3.6
2023-04-01,East,Sports,6153.63,134,45.92,0.124,0.2,4.2
2023-04-01,West,Clothing,6979.39,147,47.48,0.143,0.05,3.4
2023-04-01,Central,Clothing,6649.35,142,46.83,0.15,0.19,4.7
2023-04-02,North,Electronics,6702.39,133,50.39,0.031,0.17,4.1
2023-04-02,South,Sports,30123.9,162,185.95,0.088,0.13,3.8
2023-04-02,East,Electronics,6334.68,132,47.99,0.14,0.17,3.2
2023-04-02,West,Home,6535.92,125,52.29,0.105,0.17,3.9
2023-04-02,Central,Sports,6981.53,144,48.48,0.099,0.21,3.1
2023-04-03,North,Books,6827.77,137,49.84,0.137,0.01,4.6
2023-04-03,South,Home,6448.6,126,51.18,0.132,0.21,4.9
2023-04-03,East,Books,6655.79,111,59.96,0.055,0.13,4.3
2023-04-03,West,Home,6871.97,140,49.09,0.116,0.23,4.7
2023-04-03,Central,Sports,6776.58,140,48.4,0.072,0.23,4.0
2023-04-04,North,Clothing,6296.4,111,56.72,0.129,0.07,3.9
2023-04-04,South,Sports,7029.84,139,50.57,0.072,0.28,4.4
2023-04-04,East,Home,6391.31,128,49.93,0.043,0.26,4.2
2023-04-04,West,Electronics,6516.94,103,63.27,0.057,0.12,3.3
2023-04-04,Central,Clothing,6767.28,119,56.87,0.104,0.2,3.5
2023-04-05,North,Electronics,6572.52,108,60.86,0.082,0.04,3.3
2023-04-05,South,Sports,6655.91,109,61.06,0.125,0.09,4.9
2023-04-05,East,Books,6426.81,122,52.68,0.048,0.09,4.0
2023-04-05,West,Electronics,6377.26,110,57.98,0.086,0.2,4.7
2023-04-05,Central,Electronics,6318.61,110,57.44,0.083,0.1,3.6
2023-04-06,North,Books,6932.47,134,51.73,0.044,0.16,3.5
2023-04-06,South,Books,7179.46,117,61.36,0.108,0.22,4.3
2023-04-06,East,Home,6831.45,105,65.06,0.073,0.22,4.2
2023-04-06,West,Sports,7176.43,138,52.0,0.103,0.14,4.9
2023-04-06,Central,Clothing,6606.52,126,52.43,0.129,0.26,3.4
2023-04-07,North,Clothing,6754.4,134,50.41,0.143,0.27,4.3
2023-04-07,South,Books,6716.37,135,49.75,0.075,0.27,3.7
2023-04-07,East,Sports,6338.36,133,47.66,0.095,0.19,3.9
2023-04-07,West,Home,6454.51,132,48.9,0.089,0.12,4.7
2023-04-07,Central,Home,7172.8,138,51.98,0.039,0.26,3.4
2023-04-08,North,Clothing,7387.7,158,46.76,0.061,0.02,3.9
2023-04-08,South,Electronics,6757.87,119,56.79,0.037,0.13,3.9
2023-04-08,East,Electronics,7127.64,133,53.59,0.025,0.06,3.7
2023-04-08,West,Electronics,6890.89,111,62.08,0.101,0.07,4.4
2023-04-08,Central,Home,6650.71,128,51.96,0.085,0.09,3.1
2023-04-09,North,Sports,7329.32,135,54.29,0.064,0.27,5.0
2023-04-09,South,Books,6835.65,131,52.18,0.118,0.05,4.8
2023-04-09,East,Clothing,6651.05,134,49.63,0.115,0.18,3.3
2023-04-09,West,Electronics,6574.12,125,52.59,0.069,0.19,4.5
2023-04-09,Central,Electronics,6340.54,137,46.28,0.026,0.03,3.9
2023-04-10,North,Clothing,6348.53,133,47.73,0.047,0.21,3.0
2023-04-10,South,Clothing,6508.3,117,55.63,0.074,0.27,4.0
2023-04-10,East,Electronics,6695.99,116,57.72,0.085,0.18,4.6
2023-04-10,West,Clothing,7025.29,134,52.43,0.025,0.15,3.4
2023-04-10,Central,Electronics,5926.64,93,63.73,0.022,0.03,3.2
2023-04-11,North,Electronics,6318.39,98,64.47,0.114,0.03,3.5
2023-04-11,South,Books,6473.94,130,49.8,0.054,0.02,4.6
2023-04-11,East,Home,7043.88,134,52.57,0.116,0.03,4.5
2023-04-11,West,Clothing,6214.19,135,46.03,0.063,0.27,4.9
2023-04-11,Central,Electronics,6575.31,125,52.6,0.072,0.29,3.5
2023-04-12,North,Home,7116.95,135,52.72,0.104,0.24,3.2
2023-04-12,South,Home,6597.98,103,64.06,0.138,0.14,4.1
2023-04-12,East,Books,6534.2,121,54.0,0.099,0.26,4.8
2023-04-12,West,Home,6542.58,119,54.98,0.077,0.02,4.3
2023-04-12,Central,Sports,6006.4,132,45.5,0.12,0.17,4.1
2023-04-13,North,Sports,7076.23,136,52.03,0.032,0.2,3.5
2023-04-13,South,Home,6572.07,126,52.16,0.039,0.25,4.8
2023-04-13,East,Home,6599.07,103,64.07,0.131,0.26,3.1
2023-04-13,West,Books,6603.99,120,55.03,0.027,0.07,4.3
2023-04-13,Central,Home,6453.64,119,54.23,0.031,0.15,3.6
2023-04-14,North,Electronics,6760.6,104,65.01,0.033,0.12,4.1
2023-04-14,South,Books,6766.19,118,57.34,0.136,0.17,4.3
2023-04-14,East,Electronics,6635.36,122,54.39,0.126,0.25,3.7
2023-04-14,West,Home,6679.57,112,59.64,0.035,0.23,3.4
2023-04-14,Central,Books,6231.55,120,51.93,0.091,0.11,3.2
2023-04-15,North,Home,6915.09,112,61.74,0.034,0.18,3.4
2023-04-15,South,Home,6425.67,101,63.62,0.127,0.06,3.7
2023-04-15,East,Electronics,6640.69,115,57.75,0.12,0.14,4.3
2023-04-15,West,Home,6544.04,102,64.16,0.021,0.22,4.1
2023-04-15,Central,Clothing,6273.52,98,64.02,0.11,0.05,4.6
2023-04-16,North,Sports,6800.89,144,47.23,0.135,0.15,3.8
2023-04-16,South,Books,7299.89,121,60.33,0.146,0.14,3.3
2023-04-16,East,Sports,6552.1,123,53.27,0.059,0.21,4.7
2023-04-16,West,Sports,6471.18,112,57.78,0.113,0.21,4.8
2023-04-16,Central,Clothing,5955.46,124,48.03,0.086,0.21,3.6
2023-04-17,North,Home,6848.4,125,54.79,0.108,0.27,4.1
2023-04-17,South,Electronics,6824.57,109,62.61,0.088,0.01,3.3
2023-04-17,East,Books,6542.91,109,60.03,0.109,0.04,3.1
2023-04-17,West,Sports,6463.43,106,60.98,0.024,0.24,3.2
2023-04-17,Central,Sports,6971.54,111,62.81,0.071,0.15,4.6
2023-04-18,North,Electronics,6277.64,106,59.22,0.14,0.12,4.9
2023-04-18,South,Sports,24158.89,184,131.3,0.133,0.26,3.9
2023-04-18,East,Books,6601.16,133,49.63,0.118,0.16,4.2
2023-04-18,West,Electronics,6767.13,132,51.27,0.044,0.05,4.0
2023-04-18,Central,Sports,5876.42,111,52.94,0.054,0.05,4.7
2023-04-19,North,Books,6977.78,109,64.02,0.098,0.23,4.3
2023-04-19,South,Sports,6653.7,107,62.18,0.092,0.02,4.4
2023-04-19,East,Clothing,5898.79,106,55.65,0.074,0.16,3.2
2023-04-19,West,Books,6522.21,131,49.79,0.063,0.09,4.9
2023-04-19,Central,Electronics,6391.07,113,56.56,0.035,0.1,3.5
2023-04-20,North,Clothing,6412.71,110,58.3,0.145,0.2,3.6
2023-04-20,South,Books,7267.14,137,53.04,0.023,0.16,4.5
2023-04-20,East,Home,6278.95,113,55.57,0.026,0.27,3.4
2023-04-20,West,Sports,5915.87,122,48.49,0.089,0.19,3.4
2023-04-20,Central,Home,6579.44,114,57.71,0.129,0.06,4.7
2023-04-21,North,Electronics,7001.16,130,53.86,0.117,0.05,3.9
2023-04-21,South,Electronics,6303.59,122,51.67,0.043,0.08,3.1
2023-04-21,East,Home,6931.42,130,53.32,0.076,0.01,4.3
2023-04-21,West,Sports,6050.24,108,56.02,0.028,0.22,3.1
2023-04-21,Central,Books,6807.81,123,55.35,0.099,0.08,4.9
2023-04-22,North,Electronics,6415.53,121,53.02,0.082,0.16,3.3
2023-04-22,South,Clothing,6230.49,111,56.13,0.059,0.27,4.9
2023-04-22,East,Electronics,6984.89,112,62.37,0.092,0.17,3.2
2023-04-22,West,Books,7049.79,126,55.95,0.047,0.22,4.5
2023-04-22,Central,Sports,6658.49,135,49.32,0.039,0.06,4.2
2023-04-23,North,Electronics,6644.48,113,58.8,0.131,0.28,5.0
2023-04-23,South,Books,6795.04,125,54.36,0.107,0.08,3.4
2023-04-23,East,Clothing,6001.52,115,52.19,0.033,0.19,4.8
2023-04-23,West,Sports,6289.01,122,51.55,0.106,0.21,3.3
2023-04-23,Central,Books,6149.64,95,64.73,0.052,0.07,4.5
2023-04-24,North,Clothing,6426.16,119,54.0,0.108,0.1,4.0
2023-04-24,South,Sports,6160.59,112,55.01,0.031,0.08,4.7
2023-04-24,East,Electronics,6822.71,108,63.17,0.115,0.27,4.7
2023-04-24,West,Clothing,6276.61,110,57.06,0.138,0.17,4.1
2023-04-24,Central,Clothing,6244.29,96,65.04,0.068,0.07,4.5
2023-04-25,North,Home,6623.49,121,54.74,0.067,0.0,3.5
2023-04-25,South,Clothing,6402.24,99,64.67,0.118,0.04,3.3
2023-04-25,East,Home,6295.34,100,62.95,0.142,0.01,4.5
2023-04-25,West,Clothing,6492.73,130,49.94,0.026,0.06,4.8
2023-04-25,Central,Books,6432.24,118,54.51,0.033,0.29,4.3
2023-04-26,North,Sports,6909.62,136,50.81,0.091,0.05,4.3
2023-04-26,South,Home,6361.58,103,61.76,0.146,0.07,3.8
2023-04-26,East,Home,6977.99,113,61.75,0.135,0.0,4.8
2023-04-26,West,Clothing,6449.36,116,55.6,0.044,0.11,4.4
2023-04-26,Central,Books,6730.94,142,47.4,0.114,0.14,4.0
2023-04-27,North,Electronics,6695.76,108,62.0,0.037,0.18,3.3
2023-04-27,South,Clothing,6824.79,123,55.49,0.027,0.08,3.4
2023-04-27,East,Books,31269.68,187,167.22,0.143,0.06,4.2
2023-04-27,West,Clothing,6547.03,120,54.56,0.128,0.18,4.6
2023-04-27,Central,Books,6733.71,115,58.55,0.14,0.18,3.1
2023-04-28,North,Electronics,6481.83,123,52.7,0.046,0.26,4.0
2023-04-28,South,Sports,6504.06,138,47.13,0.098,0.26,4.1
2023-04-28,East,Clothing,6736.05,112,60.14,0.137,0.16,3.0
2023-04-28,West,Electronics,7071.43,131,53.98,0.111,0.13,4.9
2023-04-28,Central,Books,6481.25,118,54.93,0.097,0.22,4.5
2023-04-29,North,Clothing,6610.2,138,47.9,0.138,0.03,4.2
2023-04-29,South,Electronics,6526.42,116,56.26,0.112,0.24,4.2
2023-04-29,East,Books,6681.52,115,58.1,0.073,0.03,3.9
2023-04-29,West,Sports,6679.23,117,57.09,0.075,0.11,3.6
2023-04-29,Central,Home,6442.42,120,53.69,0.043,0.17,4.0
2023-04-30,North,Home,6200.16,95,65.26,0.116,0.26,4.3
2023-04-30,South,Clothing,6651.74,112,59.39,0.086,0.24,4.6
2023-04-30,East,Electronics,6329.91,110,57.54,0.041,0.29,3.0
2023-04-30,West,Electronics,6797.56,107,63.53,0.054,0.11,4.2
2023-04-30,Central,Home,6747.28,113,59.71,0.1,0.16,4.4
2023-05-01,North,Home,6064.98,98,61.89,0.021,0.26,4.9
2023-05-01,South,Sports,6241.23,112,55.73,0.086,0.21,4.2
2023-05-01,East,Electronics,6527.37,112,58.28,0.15,0.23,3.7
2023-05-01,West,Sports,6405.91,121,52.94,0.022,0.21,4.8
2023-05-01,Central,Books,6197.96,110,56.35,0.145,0.08,4.2
2023-05-02,North,Sports,6510.82,133,48.95,0.021,0.05,4.0
2023-05-02,South,Sports,6327.81,122,51.87,0.144,0.26,4.6
2023-05-02,East,Home,6531.07,115,56.79,0.093,0.23,4.5
2023-05-02,West,Electronics,6981.5,128,54.54,0.083,0.08,3.8
2023-05-02,Central,Clothing,6578.68,108,60.91,0.124,0.12,3.7
2023-05-03,North,Home,6205.75,123,50.45,0.108,0.25,3.2
2023-05-03,South,Books,6556.63,103,63.66,0.048,0.17,3.4
2023-05-03,East,Clothing,6643.44,136,48.85,0.116,0.26,3.4
2023-05-03,West,Sports,5968.03,121,49.32,0.066,0.23,3.2
2023-05-03,Central,Electronics,34508.32,199,173.41,0.13,0.11,3.6
2023-05-04,North,Sports,7016.16,111,63.21,0.133,0.15,5.0
2023-05-04,South,Electronics,6871.67,138,49.79,0.088,0.13,4.9
2023-05-04,East,Clothing,6538.95,143,45.73,0.079,0.04,4.0
2023-05-04,West,Electronics,6645.83,113,58.81,0.062,0.18,3.5
2023-05-04,Central,Home,6697.21,119,56.28,0.145,0.1,3.4
2023-05-05,North,Home,6385.13,106,60.24,0.056,0.05,3.3
2023-05-05,South,Electronics,6806.59,120,56.72,0.114,0.24,4.1
2023-05-05,East,Home,6785.55,111,61.13,0.125,0.05,4.0
2023-05-05,West,Sports,6507.18,100,65.07,0.089,0.09,4.0
2023-05-05,Central,Clothing,6659.15,144,46.24,0.028,0.24,4.0
2023-05-06,North,Books,7257.37,126,57.6,0.054,0.11,4.1
2023-05-06,South,Sports,6765.56,127,53.27,0.046,0.17,4.3
2023-05-06,East,Books,6407.91,132,48.54,0.062,0.15,4.5
2023-05-06,West,Clothing,6549.54,114,57.45,0.133,0.19,4.9
2023-05-06,Central,Home,6703.78,125,53.63,0.13,0.02,3.3
2023-05-07,North,Home,6701.14,131,51.15,0.055,0.13,4.7
2023-05-07,South,Home,6924.87,132,52.46,0.074,0.06,3.0
2023-05-07,East,Electronics,6603.9,103,64.12,0.047,0.12,3.2
2023-05-07,West,Electronics,6227.83,97,64.2,0.023,0.12,4.5
2023-05-07,Central,Home,6868.2,142,48.37,0.06,0.07,3.6
2023-05-08,North,Clothing,6783.66,117,57.98,0.024,0.2,4.7
2023-05-08,South,Books,6511.46,100,65.11,0.091,0.04,4.9
2023-05-08,East,Home,6970.49,124,56.21,0.102,0.19,4.1
2023-05-08,West,Sports,6242.81,121,51.59,0.05,0.03,3.6
2023-05-08,Central,Electronics,6603.78,124,53.26,0.02,0.24,4.7
2023-05-09,North,Home,6480.21,143,45.32,0.059,0.23,4.6
2023-05-09,South,Sports,6948.62,122,56.96,0.069,0.12,4.1
2023-05-09,East,Home,6526.67,109,59.88,0.049,0.02,4.3
2023-05-09,West,Sports,6778.04,122,55.56,0.125,0.21,3.6
2023-05-09,Central,Clothing,6643.79,124,53.58,0.038,0.03,3.9
2023-05-10,North,Home,6124.17,113,54.2,0.044,0.01,3.1
2023-05-10,South,Home,6481.55,137,47.31,0.115,0.07,3.3
2023-05-10,East,Books,6627.41,120,55.23,0.122,0.15,3.7
2023-05-10,West,Clothing,6644.41,142,46.79,0.027,0.23,3.1
2023-05-10,Central,Books,6597.35,121,54.52,0.126,0.25,3.2
2023-05-11,North,Electronics,6696.49,110,60.88,0.046,0.22,3.2
2023-05-11,South,Home,6445.13,110,58.59,0.109,0.09,3.6
2023-05-11,East,Books,6610.03,103,64.18,0.083,0.09,3.7
2023-05-11,West,Electronics,6606.77,143,46.2,0.051,0.13,3.0
2023-05-11,Central,Electronics,6780.16,128,52.97,0.096,0.21,4.4
2023-05-12,North,Clothing,6289.63,130,48.38,0.041,0.03,4.2
2023-05-12,South,Clothing,7598.82,132,57.57,0.111,0.24,3.3
2023-05-12,East,Books,6241.86,125,49.93,0.125,0.13,3.4
2023-05-12,West,Home,6566.74,137,47.93,0.112,0.17,4.1
2023-05-12,Central,Sports,6409.79,116,55.26,0.065,0.22,3.6
2023-05-13,North,Clothing,6998.72,124,56.44,0.078,0.25,4.1
2023-05-13,South,Sports,6093.03,112,54.4,0.069,0.06,3.0
2023-05-13,East,Sports,6996.05,140,49.97,0.126,0.06,4.4
2023-05-13,West,Books,6266.92,103,60.84,0.062,0.19,3.2
2023-05-13,Central,Electronics,6563.02,106,61.92,0.046,0.15,3.2
2023-05-14,North,Home,6658.41,118,56.43,0.088,0.21,3.5
2023-05-14,South,Clothing,6401.24,137,46.72,0.105,0.28,4.7
2023-05-14,East,Books,6979.4,128,54.53,0.093,0.28,3.8
2023-05-14,West,Electronics,6354.19,103,61.69,0.115,0.25,3.2
2023-05-14,Central,Electronics,7019.83,142,49.44,0.114,0.16,3.4
2023-05-15,North,Sports,6452.07,112,57.61,0.074,0.03,4.3
2023-05-15,South,Home,6638.74,127,52.27,0.135,0.05,3.4
2023-05-15,East,Home,6454.11,134,48.16,0.141,0.27,4.1
2023-05-15,West,Home,6833.77,105,65.08,0.119,0.13,4.5
2023-05-15,Central,Books,6375.99,129,49.43,0.067,0.14,4.9
2023-05-16,North,Books,6434.1,142,45.31,0.097,0.16,5.0
2023-05-16,South,Electronics,6596.09,133,49.59,0.12,0.28,4.6
2023-05-16,East,Sports,6917.44,109,63.46,0.14,0.05,3.1
2023-05-16,West,Clothing,6576.33,125,52.61,0.053,0.09,4.1
2023-05-16,Central,Electronics,6806.2,120,56.72,0.114,0.24,3.3
2023-05-17,North,Sports,6888.68,121,56.93,0.103,0.01,4.6
2023-05-17,South,Books,6270.59,119,52.69,0.065,0.25,3.8
2023-05-17,East,Sports,7087.15,143,49.56,0.141,0.19,4.3
2023-05-17,West,Books,6231.35,135,46.16,0.09,0.04,4.0
2023-05-17,Central,Home,6696.16,112,59.79,0.118,0.17,3.2
2023-05-18,North,Clothing,6774.83,126,53.77,0.037,0.02,4.1
2023-05-18,South,Clothing,6968.26,149,46.77,0.119,0.14,3.4
2023-05-18,East,Sports,6772.18,128,52.91,0.1,0.22,3.5
2023-05-18,West,Electronics,7147.63,138,51.79,0.035,0.12,3.7
2023-05-18,Central,Electronics,6905.9,141,48.98,0.12,0.05,3.7
2023-05-19,North,Clothing,6916.19,120,57.63,0.046,0.11,4.5
2023-05-19,South,Electronics,6194.34,99,62.57,0.052,0.19,3.3
2023-05-19,East,Books,6803.52,131,51.94,0.079,0.01,3.4
2023-05-19,West,Sports,6466.48,115,56.23,0.118,0.16,4.2
2023-05-19,Central,Sports,7142.99,122,58.55,0.026,0.05,3.6
2023-05-20,North,Electronics,6660.12,109,61.1,0.08,0.28,3.1
2023-05-20,South,Electronics,6446.27,101,63.82,0.022,0.26,4.3
2023-05-20,East,Electronics,6308.34,127,49.67,0.138,0.15,4.2
2023-05-20,West,Electronics,6852.48,106,64.65,0.025,0.28,3.6
2023-05-20,Central,Electronics,6787.42,123,55.18,0.065,0.11,4.3
2023-05-21,North,Books,6755.65,122,55.37,0.134,0.27,4.6
2023-05-21,South,Books,7510.74,164,45.8,0.049,0.1,3.8
2023-05-21,East,Clothing,6999.58,126,55.55,0.074,0.17,3.9
2023-05-21,West,Home,7052.41,137,51.48,0.09,0.06,3.3
2023-05-21,Central,Sports,6163.54,99,62.26,0.138,0.13,4.8
2023-05-22,North,Sports,6546.8,108,60.62,0.139,0.1,4.1
2023-05-22,South,Electronics,6827.92,132,51.73,0.12,0.26,3.8
2023-05-22,East,Books,6637.31,124,53.53,0.04,0.06,3.3
2023-05-22,West,Sports,7549.5,131,57.63,0.05,0.07,4.4
2023-05-22,Central,Home,6828.69,130,52.53,0.037,0.25,3.9
2023-05-23,North,Clothing,6573.55,124,53.01,0.045,0.01,4.5
2023-05-23,South,Home,6531.95,144,45.36,0.049,0.2,3.4
2023-05-23,East,Sports,6739.16,105,64.18,0.084,0.1,3.9
2023-05-23,West,Electronics,6866.13,137,50.12,0.099,0.25,4.4
2023-05-23,Central,Electronics,6127.87,108,56.74,0.088,0.14,4.7
2023-05-24,North,Sports,7125.77,155,45.97,0.09,0.3,3.1
2023-05-24,South,Home,6299.62,98,64.28,0.072,0.09,4.7
2023-05-24,East,Sports,7019.64,129,54.42,0.139,0.21,4.8
2023-05-24,West,Clothing,6266.6,133,47.12,0.121,0.28,4.4
2023-05-24,Central,Home,6785.82,142,47.79,0.023,0.14,4.8
2023-05-25,North,Clothing,7181.54,153,46.94,0.113,0.04,3.2
2023-05-25,South,Sports,6310.94,116,54.4,0.112,0.22,5.0
2023-05-25,East,Clothing,6554.07,117,56.02,0.139,0.17,4.3
2023-05-25,West,Clothing,6574.39,136,48.34,0.12,0.02,3.6
2023-05-25,Central,Clothing,6594.05,129,51.12,0.145,0.0,4.5
2023-05-26,North,Home,5932.21,131,45.28,0.091,0.0,4.8
2023-05-26,South,Electronics,6720.79,123,54.64,0.098,0.0,4.8
2023-05-26,East,Clothing,7089.18,140,50.64,0.026,0.04,4.3
2023-05-26,West,Books,7263.1,124,58.57,0.063,0.03,3.2
2023-05-26,Central,Books,6824.9,105,65.0,0.099,0.21,4.2
2023-05-27,North,Electronics,6735.22,124,54.32,0.032,0.09,3.7
2023-05-27,South,Home,6509.3,123,52.92,0.13,0.02,3.9
2023-05-27,East,Clothing,7119.65,138,51.59,0.11,0.18,3.2
2023-05-27,West,Electronics,7103.94,119,59.7,0.083,0.21,4.9
2023-05-27,Central,Sports,6937.6,121,57.34,0.095,0.19,4.9
2023-05-28,North,Home,6671.72,116,57.51,0.084,0.05,4.2
2023-05-28,South,Electronics,6478.09,143,45.3,0.116,0.06,4.2
2023-05-28,East,Books,5885.87,110,53.51,0.093,0.19,3.0
2023-05-28,West,Sports,6766.65,111,60.96,0.091,0.23,3.2
2023-05-28,Central,Sports,6925.6,134,51.68,0.1,0.01,3.4
2023-05-29,North,Electronics,6562.27,112,58.59,0.104,0.14,4.3
2023-05-29,South,Books,6932.62,110,63.02,0.08,0.24,4.9
2023-05-29,East,Sports,7036.0,124,56.74,0.09,0.06,4.4
2023-05-29,West,Books,6819.8,111,61.44,0.029,0.04,4.7
2023-05-29,Central,Sports,6539.69,117,55.89,0.071,0.18,4.7
2023-05-30,North,Books,6942.12,115,60.37,0.112,0.08,3.2
2023-05-30,South,Sports,6902.69,112,61.63,0.059,0.03,4.6
2023-05-30,East,Home,6493.78,107,60.69,0.086,0.24,4.8
2023-05-30,West,Books,6850.67,125,54.81,0.121,0.04,4.7
2023-05-30,Central,Clothing,6920.95,112,61.79,0.047,0.01,3.8
2023-05-31,North,Sports,6795.23,132,51.48,0.133,0.1,4.8
2023-05-31,South,Books,6585.14,139,47.38,0.023,0.23,4.3
2023-05-31,East,Home,6747.02,132,51.11,0.107,0.08,3.3
2023-05-31,West,Sports,6891.29,145,47.53,0.087,0.06,3.7
2023-05-31,Central,Clothing,6627.77,112,59.18,0.042,0.09,4.8
2023-06-01,North,Electronics,6848.87,122,56.14,0.081,0.2,3.2
2023-06-01,South,Sports,6996.67,144,48.59,0.102,0.21,3.9
2023-06-01,East,Clothing,6803.14,130,52.33,0.113,0.2,4.1
2023-06-01,West,Home,7195.06,132,54.51,0.033,0.09,4.3
2023-06-01,Central,Clothing,6615.32,109,60.69,0.039,0.27,3.5
2023-06-02,North,Books,6574.67,103,63.83,0.079,0.01,4.0
2023-06-02,South,Clothing,6843.99,131,52.24,0.057,0.1,4.1
2023-06-02,East,Sports,6393.88,107,59.76,0.104,0.24,4.1
2023-06-02,West,Sports,6684.26,126,53.05,0.052,0.05,4.0
2023-06-02,Central,Home,6887.15,116,59.37,0.094,0.1,4.4
2023-06-03,North,Sports,6783.53,139,48.8,0.129,0.03,4.2
2023-06-03,South,Home,6638.83,123,53.97,0.029,0.03,4.6
2023-06-03,East,Home,6821.89,112,60.91,0.104,0.02,3.4
2023-06-03,West,Clothing,6955.07,115,60.48,0.106,0.14,3.6
2023-06-03,Central,Clothing,7003.93,122,57.41,0.109,0.09,4.1
