transaction_id,timestamp,amount,merchant_category,payment_method,country,customer_age,transaction_hour,is_weekend,distance_from_home_km,is_fraud
TXN001454,2024-11-18T19:17:00,455.38,retail,credit,US,43,18,1,13.0,0
TXN001455,2024-04-01T11:44:00,38.76,online,debit,JP,39,3,1,25.2,0
TXN001456,2024-09-23T18:03:00,34.95,retail,debit,UK,27,0,0,14.6,0
TXN001457,2024-10-23T00:12:00,67.47,restaurant,credit,DE,62,3,0,41.7,0
TXN001458,2024-07-28T10:50:00,10.32,restaurant,credit,FR,61,20,0,0.7,0
TXN001459,2024-12-07T22:06:00,39.01,grocery,credit,CA,60,3,1,5.9,0
TXN001460,2024-08-26T22:05:00,17.98,restaurant,debit,AU,57,4,1,19.4,0
TXN001461,2024-02-02T21:42:00,8784.81,online,debit,CA,68,7,0,6.3,1
TXN001462,2024-04-05T02:36:00,55.49,travel,credit,US,56,7,0,7.1,0
TXN001463,2024-04-16T03:55:00,11.99,restaurant,credit,DE,54,1,0,11.9,0
TXN001464,2024-02-02T00:34:00,3088.2,travel,credit,CA,60,11,0,11.7,0
TXN001465,2024-01-13T09:57:00,144.81,healthcare,digital_wallet,UK,46,15,1,8.6,0
TXN001466,2024-03-25T15:01:00,52.99,restaurant,digital_wallet,UK,54,21,0,10.8,0
TXN001467,2024-09-13T10:21:00,29.07,travel,credit,UK,46,22,0,16.2,0
TXN001468,2024-11-25T13:32:00,148.24,retail,digital_wallet,US,53,9,0,11.8,0
TXN001469,2024-03-17T12:17:00,697.12,retail,debit,US,50,16,0,3.4,0
TXN001470,2024-02-23T23:40:00,2.95,grocery,digital_wallet,DE,22,1,0,0.6,0
TXN001471,2024-02-21T07:37:00,26.33,travel,credit,DE,24,8,0,3.1,0
TXN001472,2024-05-05T08:22:00,14.77,travel,digital_wallet,JP,51,4,1,5.8,0
TXN001473,2024-04-09T06:52:00,106.28,restaurant,credit,DE,61,4,1,0.4,0
TXN001474,2024-12-15T12:42:00,27.67,online,credit,CA,36,21,0,8.8,0
TXN001475,2024-12-04T08:22:00,8.57,travel,debit,UK,36,14,0,13.7,0
TXN001476,2024-02-14T16:24:00,10.86,restaurant,digital_wallet,DE,59,14,0,5.5,0
TXN001477,2024-01-15T23:10:00,234.85,retail,credit,US,34,6,1,18.7,0
TXN001478,2024-09-13T00:51:00,42.82,healthcare,digital_wallet,US,66,9,1,3.0,0
TXN001479,2024-04-25T14:01:00,72.18,travel,digital_wallet,JP,69,0,1,9.9,0
TXN001480,2024-04-14T06:10:00,37.79,healthcare,digital_wallet,AU,37,22,0,30.6,0
TXN001481,2024-05-17T04:02:00,5.96,grocery,digital_wallet,DE,59,10,0,2.0,0
TXN001482,2024-12-16T14:45:00,55.0,restaurant,digital_wallet,AU,63,2,0,15.4,0
TXN001483,2024-07-25T11:58:00,13.82,healthcare,debit,AU,22,19,1,1.8,0
TXN001484,2024-12-25T08:18:00,91.48,restaurant,digital_wallet,UK,46,17,0,17.9,0
TXN001485,2024-08-09T17:10:00,86.35,online,debit,JP,73,17,0,20.8,0
TXN001486,2024-03-01T04:11:00,10.81,retail,digital_wallet,US,46,16,0,11.8,0
TXN001487,2024-09-26T11:04:00,27.51,online,debit,AU,61,6,0,10.8,0
TXN001488,2024-05-03T15:48:00,33.68,grocery,debit,UK,76,16,0,14.7,0
TXN001489,2024-05-21T20:52:00,194.51,restaurant,digital_wallet,JP,27,0,0,2.8,0
TXN001490,2024-12-18T00:08:00,249.96,healthcare,credit,UK,68,15,0,8.3,0
TXN001491,2024-01-08T21:47:00,18.6,grocery,digital_wallet,US,18,5,0,10.5,0
TXN001492,2024-08-27T13:06:00,36.67,online,digital_wallet,CA,48,4,0,4.2,0
TXN001493,2024-05-06T12:57:00,23.31,retail,credit,US,50,16,0,11.5,0
TXN001494,2024-01-16T11:11:00,91.14,retail,debit,JP,66,7,0,2.2,0
TXN001495,2024-02-01T13:11:00,59.01,grocery,credit,JP,62,20,1,8.4,0
TXN001496,2024-07-06T05:58:00,569.15,travel,credit,DE,32,21,0,6.6,0
TXN001497,2024-03-16T21:55:00,168.61,online,debit,CA,29,13,1,9.0,0
TXN001498,2024-12-27T21:58:00,6.18,online,debit,JP,33,23,0,4.1,0
TXN001499,2024-06-25T00:34:00,16.39,retail,digital_wallet,CA,21,12,0,3.6,0
TXN001500,2024-09-08T21:34:00,36.6,retail,digital_wallet,AU,41,3,1,9.3,0
TXN001501,2024-06-27T20:38:00,8.17,retail,digital_wallet,FR,28,20,0,5.7,0
TXN001502,2024-07-06T11:36:00,92.29,travel,credit,JP,36,23,0,9.6,0
TXN001503,2024-04-16T05:18:00,30.02,restaurant,digital_wallet,US,64,10,0,11.0,0
TXN001504,2024-01-27T15:32:00,42.87,restaurant,digital_wallet,CA,76,7,1,2.2,0
TXN001505,2024-01-08T14:06:00,1.97,restaurant,debit,AU,62,17,0,3.4,0
TXN001506,2024-04-03T22:13:00,12.93,online,debit,UK,77,1,1,18.7,0
TXN001507,2024-11-24T01:32:00,125.62,healthcare,digital_wallet,JP,66,9,1,17.6,0
TXN001508,2024-12-07T04:05:00,5.46,restaurant,digital_wallet,US,54,2,0,10.0,0
TXN001509,2024-08-18T19:48:00,157.82,online,credit,FR,52,9,0,7.0,0
TXN001510,2024-09-12T19:16:00,22.71,restaurant,credit,DE,62,20,1,12.3,0
TXN001511,2024-10-26T23:47:00,18.28,restaurant,digital_wallet,AU,32,3,0,6.2,0
TXN001512,2024-11-11T12:45:00,55.7,grocery,debit,JP,23,17,0,2.4,0
TXN001513,2024-03-21T15:56:00,18.56,healthcare,digital_wallet,DE,76,23,0,3.2,0
TXN001514,2024-02-21T15:58:00,8.32,online,credit,DE,46,10,0,3.6,0
TXN001515,2024-09-10T11:42:00,103.14,restaurant,credit,US,28,19,0,3.2,0
TXN001516,2024-03-23T02:40:00,277.62,healthcare,debit,CA,66,17,0,1.0,0
TXN001517,2024-01-04T12:15:00,11.6,travel,digital_wallet,JP,64,11,0,2.9,0
TXN001518,2024-09-25T09:29:00,88.82,healthcare,credit,FR,24,8,0,4.4,0
TXN001519,2024-04-15T22:34:00,58.93,restaurant,digital_wallet,CA,67,5,0,4.7,0
TXN001520,2024-06-14T10:34:00,16.5,travel,digital_wallet,UK,68,21,1,28.5,0
TXN001521,2024-04-14T19:05:00,129.74,retail,debit,CA,70,4,0,0.6,0
TXN001522,2024-06-03T17:42:00,41.48,grocery,digital_wallet,UK,33,2,0,3.2,0
TXN001523,2024-06-20T02:55:00,154.83,restaurant,credit,DE,69,6,0,1.0,0
TXN001524,2024-02-25T08:52:00,795.88,travel,digital_wallet,US,55,4,0,9.2,0
TXN001525,2024-06-16T09:49:00,1.64,travel,digital_wallet,FR,57,8,0,13.7,0
TXN001526,2024-03-12T09:16:00,70.39,retail,credit,FR,44,19,0,22.9,0
TXN001527,2024-06-12T21:57:00,43.66,retail,debit,AU,48,15,0,1.5,0
TXN001528,2024-01-27T19:23:00,558.68,travel,debit,JP,36,8,0,26.1,0
TXN001529,2024-11-12T02:39:00,212.85,online,credit,AU,49,3,0,14.5,0
TXN001530,2024-01-02T15:34:00,3.82,grocery,digital_wallet,CA,62,4,0,10.7,0
TXN001531,2024-03-13T20:46:00,261.93,healthcare,digital_wallet,JP,40,8,1,1.4,0
TXN001532,2024-09-23T19:46:00,50.17,grocery,digital_wallet,UK,42,21,1,8.2,0
TXN001533,2024-01-21T15:31:00,8390.39,travel,debit,CA,61,6,0,4.9,0
TXN001534,2024-11-26T19:20:00,16.89,retail,digital_wallet,AU,64,23,0,1.2,0
TXN001535,2024-05-16T04:54:00,31.98,retail,digital_wallet,UK,26,22,0,14.1,0
TXN001536,2024-10-02T05:12:00,357.34,grocery,debit,AU,65,11,0,0.0,0
TXN001537,2024-09-10T04:27:00,11.37,grocery,debit,US,52,21,0,9.5,0
TXN001538,2024-07-12T18:35:00,103.0,travel,digital_wallet,DE,37,22,1,1.8,0
TXN001539,2024-06-25T09:29:00,41.4,grocery,debit,US,51,1,0,8.8,0
TXN001540,2024-03-26T12:27:00,8.21,retail,debit,UK,23,5,0,8.8,0
TXN001541,2024-06-02T15:47:00,68.99,travel,debit,JP,70,19,0,0.0,0
TXN001542,2024-02-16T13:05:00,272.08,restaurant,credit,CA,31,1,1,1.7,0
TXN001543,2024-07-21T12:40:00,57.79,travel,debit,JP,28,22,0,7.1,0
TXN001544,2024-05-07T00:59:00,8.82,healthcare,digital_wallet,FR,29,8,1,24.4,0
TXN001545,2024-08-19T00:42:00,33.73,retail,debit,JP,37,13,0,2.1,0
TXN001546,2024-12-03T12:31:00,206.75,retail,debit,JP,72,9,1,4.8,0
TXN001547,2024-07-23T03:09:00,33.09,healthcare,digital_wallet,AU,36,9,0,4.4,0
TXN001548,2024-02-07T10:59:00,62.56,restaurant,digital_wallet,DE,71,9,1,4.3,0
TXN001549,2024-08-09T17:47:00,98.11,healthcare,credit,FR,63,22,0,5.8,0
TXN001550,2024-04-10T10:51:00,131.92,grocery,debit,FR,60,5,0,7.6,0
TXN001551,2024-12-17T09:16:00,46.25,restaurant,debit,DE,42,4,0,1.6,0
TXN001552,2024-01-21T18:13:00,56.37,restaurant,credit,UK,37,19,0,21.0,0
TXN001553,2024-02-04T17:43:00,129.78,healthcare,digital_wallet,JP,72,7,1,4.2,0
TXN001554,2024-03-17T09:02:00,12.05,travel,digital_wallet,DE,45,21,0,3.5,0
TXN001555,2024-06-19T23:13:00,24.47,grocery,credit,DE,68,19,0,13.2,0
TXN001556,2024-08-26T03:54:00,10.8,restaurant,digital_wallet,US,24,3,0,3.3,0
TXN001557,2024-07-11T10:58:00,110.11,healthcare,credit,FR,25,11,1,50.8,0
TXN001558,2024-03-11T01:58:00,3.66,online,credit,JP,54,6,1,7.4,0
TXN001559,2024-06-24T13:09:00,16.7,restaurant,digital_wallet,DE,21,22,0,15.2,0
TXN001560,2024-03-22T08:44:00,14.89,travel,digital_wallet,CA,46,22,1,21.0,0
TXN001561,2024-09-11T01:57:00,34266.94,retail,credit,CA,35,11,0,4.5,1
TXN001562,2024-03-18T00:37:00,21.65,restaurant,debit,CA,78,2,1,19.4,0
TXN001563,2024-08-06T11:17:00,20.09,restaurant,digital_wallet,US,67,14,0,2.7,0
TXN001564,2024-07-11T20:24:00,1054.02,restaurant,credit,US,55,6,0,1.7,0
TXN001565,2024-03-23T02:21:00,262.02,grocery,debit,AU,68,17,0,8.6,0
TXN001566,2024-02-10T18:47:00,258.57,retail,credit,AU,29,18,0,19.9,0
TXN001567,2024-03-14T13:49:00,895.77,travel,digital_wallet,JP,25,18,0,5.2,0
TXN001568,2024-11-20T04:32:00,195.29,restaurant,debit,CA,38,23,0,44.2,0
TXN001569,2024-04-26T08:33:00,939.32,travel,credit,DE,25,16,0,9.9,0
TXN001570,2024-08-05T19:49:00,5.67,healthcare,debit,CA,59,9,1,0.8,0
TXN001571,2024-07-01T21:27:00,87.57,retail,debit,FR,55,21,0,13.1,0
TXN001572,2024-05-05T23:10:00,252.5,grocery,digital_wallet,US,32,8,1,0.1,0
TXN001573,2024-02-06T06:40:00,433.47,online,credit,AU,60,9,0,22.4,0
TXN001574,2024-01-28T21:33:00,8.71,online,credit,FR,21,0,0,12.0,0
TXN001575,2024-05-23T21:18:00,131.78,healthcare,debit,JP,79,5,0,11.8,0
TXN001576,2024-06-07T12:56:00,80.02,retail,credit,FR,71,13,1,0.4,0
TXN001577,2024-12-07T12:33:00,13.56,retail,credit,DE,77,2,0,3.4,0
TXN001578,2024-06-04T00:22:00,40.51,retail,credit,DE,64,15,0,21.3,0
TXN001579,2024-12-12T03:21:00,151.5,online,debit,JP,45,2,0,1.7,0
TXN001580,2024-10-03T04:11:00,43.49,healthcare,credit,CA,42,5,0,14.0,0
TXN001581,2024-10-03T14:01:00,107.79,online,digital_wallet,CA,65,20,0,2.6,0
TXN001582,2024-03-24T16:46:00,39.34,travel,digital_wallet,DE,47,15,0,33.9,0
TXN001583,2024-06-14T15:20:00,36.92,healthcare,credit,JP,56,11,0,6.7,0
TXN001584,2024-06-07T05:18:00,32.67,restaurant,digital_wallet,CA,38,14,1,31.3,0
TXN001585,2024-01-21T07:36:00,37.84,retail,debit,AU,50,6,0,24.3,0
TXN001586,2024-01-18T05:06:00,14.59,grocery,credit,DE,27,18,1,2.9,0
TXN001587,2024-07-02T05:35:00,261.46,grocery,digital_wallet,CA,30,23,1,5.0,0
TXN001588,2024-02-16T14:34:00,17.68,grocery,debit,US,68,6,0,27.9,0
TXN001589,2024-09-21T18:05:00,20.48,online,digital_wallet,DE,48,21,0,6.7,0
TXN001590,2024-07-06T19:09:00,242.76,healthcare,digital_wallet,FR,68,4,1,6.6,0
TXN001591,2024-12-10T19:10:00,32139.07,retail,digital_wallet,UK,68,18,1,0.3,1
TXN001592,2024-10-18T00:41:00,24.71,healthcare,debit,US,34,16,0,54.0,0
TXN001593,2024-01-14T02:51:00,272.0,restaurant,debit,JP,19,10,0,6.3,0
TXN001594,2024-05-27T21:42:00,45872.81,online,credit,JP,54,12,1,11.5,1
TXN001595,2024-11-12T11:11:00,646.05,grocery,debit,AU,28,23,0,7.1,0
TXN001596,2024-08-04T01:38:00,5.62,healthcare,debit,UK,50,8,1,2.6,0
TXN001597,2024-04-22T22:51:00,8.77,healthcare,credit,CA,30,16,1,3.4,0
TXN001598,2024-02-19T12:45:00,101.12,travel,debit,US,46,13,0,0.4,0
TXN001599,2024-07-27T10:32:00,755.66,grocery,debit,FR,54,9,0,9.7,0
TXN001600,2024-08-23T19:49:00,10.23,restaurant,digital_wallet,CA,32,2,0,11.6,0
TXN001601,2024-05-19T11:33:00,15.02,online,debit,UK,58,6,0,0.7,0
TXN001602,2024-06-04T16:54:00,9.55,retail,credit,DE,77,6,0,12.0,0
TXN001603,2024-07-24T17:28:00,104.53,travel,digital_wallet,AU,45,16,0,4.3,0
TXN001604,2024-01-21T10:59:00,88.95,travel,credit,UK,56,6,1,2.1,0
TXN001605,2024-04-14T17:48:00,48.57,restaurant,digital_wallet,AU,37,0,0,5.2,0
TXN001606,2024-11-21T06:19:00,1514.33,online,digital_wallet,AU,57,3,0,5.9,0
TXN001607,2024-03-21T00:49:00,150.55,travel,debit,AU,49,2,0,4.4,0
TXN001608,2024-02-20T08:05:00,45.26,grocery,digital_wallet,UK,33,13,1,7.2,0
TXN001609,2024-12-23T13:09:00,32.11,healthcare,debit,JP,64,7,0,2.8,0
TXN001610,2024-04-20T00:43:00,119.36,healthcare,credit,FR,67,12,0,11.3,0
TXN001611,2024-10-08T12:52:00,29.23,restaurant,credit,AU,44,18,0,4.6,0
TXN001612,2024-12-08T20:13:00,91.59,healthcare,debit,FR,27,13,1,16.2,0
TXN001613,2024-01-11T15:53:00,251.89,restaurant,digital_wallet,CA,49,6,0,6.5,0
TXN001614,2024-10-11T02:20:00,23.6,restaurant,digital_wallet,DE,21,21,0,7.1,0
TXN001615,2024-08-16T06:23:00,84.71,travel,debit,JP,44,20,0,17.6,0
TXN001616,2024-01-26T03:33:00,250.33,travel,debit,JP,72,15,0,11.3,0
TXN001617,2024-11-12T16:38:00,199.85,restaurant,debit,US,55,20,0,9.5,0
TXN001618,2024-05-15T14:26:00,1584.29,healthcare,debit,FR,71,9,0,3.0,0
TXN001619,2024-03-23T05:05:00,92.84,retail,debit,CA,68,21,1,6.4,0
TXN001620,2024-07-28T05:22:00,25.63,retail,debit,JP,24,4,0,9.7,0
TXN001621,2024-11-04T09:37:00,4.56,retail,digital_wallet,UK,56,4,1,1.1,0
TXN001622,2024-02-15T13:33:00,0.53,healthcare,debit,US,39,2,0,25.4,0
TXN001623,2024-06-01T16:48:00,38.9,retail,debit,US,69,0,1,13.1,0
TXN001624,2024-03-03T13:27:00,43.99,retail,debit,FR,47,16,0,3.2,0
TXN001625,2024-11-25T11:39:00,2.53,online,debit,AU,53,9,0,6.1,0
TXN001626,2024-05-15T01:28:00,36.56,healthcare,digital_wallet,CA,54,22,0,7.0,0
TXN001627,2024-09-19T00:25:00,32.32,online,digital_wallet,AU,28,10,0,27.6,0
TXN001628,2024-05-07T01:32:00,32.77,healthcare,debit,DE,54,7,0,6.7,0
TXN001629,2024-08-19T22:10:00,798.5,retail,credit,FR,53,21,0,2.0,0
TXN001630,2024-06-28T17:49:00,560.21,grocery,debit,DE,77,9,0,6.2,0
TXN001631,2024-06-03T06:06:00,51.43,grocery,credit,AU,70,0,0,1.2,0
TXN001632,2024-02-07T11:48:00,43.32,online,debit,DE,80,15,1,12.6,0
TXN001633,2024-07-21T12:15:00,10.97,restaurant,credit,DE,44,4,1,1.6,0
TXN001634,2024-07-11T02:21:00,38.29,restaurant,digital_wallet,FR,49,4,0,5.5,0
TXN001635,2024-07-18T13:26:00,4.71,grocery,digital_wallet,AU,26,17,0,4.6,0
TXN001636,2024-01-14T04:48:00,89.9,healthcare,digital_wallet,FR,61,16,1,3.1,0
TXN001637,2024-06-23T03:19:00,1433.57,travel,debit,CA,44,6,0,8.5,0
TXN001638,2024-10-11T04:23:00,26.68,restaurant,digital_wallet,CA,45,0,0,3.5,0
TXN001639,2024-04-26T06:27:00,84.1,healthcare,debit,US,53,21,0,4.6,0
TXN001640,2024-03-19T10:57:00,48.3,travel,debit,CA,69,21,1,0.2,0
TXN001641,2024-08-13T00:56:00,68.58,grocery,debit,FR,56,9,0,4.3,0
TXN001642,2024-10-25T08:39:00,6.9,healthcare,credit,FR,29,6,1,8.1,0
TXN001643,2024-08-04T15:21:00,156.34,travel,debit,JP,46,1,1,14.4,0
TXN001644,2024-10-01T22:38:00,63.62,grocery,digital_wallet,CA,30,7,0,23.3,0
TXN001645,2024-11-04T14:18:00,62.36,online,debit,FR,72,7,0,2.5,0
TXN001646,2024-08-19T22:26:00,42.16,grocery,debit,JP,64,14,0,6.4,0
TXN001647,2024-08-04T16:29:00,11.24,grocery,digital_wallet,AU,27,1,1,7.6,0
TXN001648,2024-06-19T12:05:00,50.26,healthcare,digital_wallet,US,28,5,0,9.1,0
TXN001649,2024-05-17T22:33:00,22.15,retail,credit,FR,50,11,1,29.5,0
TXN001650,2024-10-07T03:06:00,18.02,online,debit,AU,30,10,0,4.3,0
TXN001651,2024-05-16T22:36:00,39.42,healthcare,debit,CA,21,22,1,2.8,0
TXN001652,2024-08-13T02:03:00,20.37,restaurant,debit,UK,30,20,0,0.9,0
TXN001653,2024-01-08T21:15:00,307.28,travel,digital_wallet,CA,53,0,1,2.2,0
TXN001654,2024-11-27T23:35:00,43.39,grocery,digital_wallet,FR,39,22,0,8.9,0
TXN001655,2024-07-26T14:48:00,145.26,online,debit,DE,80,9,0,4.1,0
TXN001656,2024-10-18T04:29:00,2.9,healthcare,credit,UK,31,14,0,11.4,0
TXN001657,2024-07-18T17:48:00,64.26,online,credit,US,63,18,0,17.9,0
TXN001658,2024-12-26T10:00:00,17.28,healthcare,digital_wallet,FR,74,5,0,6.1,0
TXN001659,2024-08-10T10:26:00,176.19,retail,digital_wallet,FR,68,18,0,13.9,0
TXN001660,2024-05-18T06:28:00,99.62,travel,digital_wallet,CA,28,7,1,9.0,0
TXN001661,2024-05-12T00:56:00,2806.24,restaurant,credit,AU,39,15,0,6.8,0
TXN001662,2024-01-11T20:26:00,146.46,grocery,debit,FR,55,16,0,13.9,0
TXN001663,2024-03-08T23:53:00,87.11,grocery,digital_wallet,UK,58,21,0,34.2,0
TXN001664,2024-12-09T06:06:00,113.05,online,digital_wallet,JP,41,21,0,1.6,0
TXN001665,2024-10-03T23:55:00,168.5,grocery,digital_wallet,AU,52,21,1,0.5,0
TXN001666,2024-04-24T09:27:00,37.66,retail,digital_wallet,JP,25,16,0,7.5,0
TXN001667,2024-04-15T22:37:00,0.93,travel,debit,AU,66,7,0,0.2,0
TXN001668,2024-01-20T23:49:00,159.44,online,debit,DE,52,12,0,7.8,0
TXN001669,2024-04-28T05:57:00,101.89,restaurant,digital_wallet,FR,71,14,0,5.5,0
TXN001670,2024-09-02T12:33:00,70.16,restaurant,credit,UK,27,11,0,0.8,0
TXN001671,2024-05-20T20:12:00,70.29,healthcare,debit,FR,21,16,0,6.3,0
TXN001672,2024-05-24T02:20:00,125.86,online,credit,UK,78,3,0,5.5,0
TXN001673,2024-04-16T19:06:00,31.26,travel,debit,FR,34,13,0,3.2,0
TXN001674,2024-11-15T20:38:00,208.37,travel,credit,CA,72,1,0,4.0,0
TXN001675,2024-02-11T19:14:00,565.99,healthcare,debit,UK,35,1,1,18.8,0
TXN001676,2024-11-14T10:13:00,2703.38,online,debit,UK,63,1,0,22.1,0
TXN001677,2024-03-28T17:34:00,55.82,travel,credit,US,38,18,0,5.8,0
TXN001678,2024-03-03T05:56:00,26.14,travel,debit,AU,60,18,0,1.7,0
TXN001679,2024-03-02T00:14:00,1513.23,grocery,debit,US,49,16,0,0.9,0
TXN001680,2024-05-22T22:07:00,35.05,restaurant,credit,JP,52,8,0,30.9,0
TXN001681,2024-12-10T04:31:00,11.41,online,digital_wallet,US,20,16,0,5.5,0
TXN001682,2024-07-18T06:57:00,1127.7,healthcare,credit,US,73,17,0,5.1,0
TXN001683,2024-04-06T09:46:00,36.13,retail,debit,CA,72,8,1,16.5,0
TXN001684,2024-05-12T23:19:00,77.3,restaurant,credit,DE,27,12,1,19.3,0
TXN001685,2024-04-12T18:37:00,14.44,healthcare,digital_wallet,CA,25,1,0,6.1,0
TXN001686,2024-07-11T23:30:00,11.62,travel,credit,DE,29,22,0,8.1,0
TXN001687,2024-06-20T11:43:00,43.72,grocery,digital_wallet,CA,63,22,0,20.3,0
TXN001688,2024-01-04T15:19:00,31.58,grocery,digital_wallet,DE,70,12,0,1.7,0
TXN001689,2024-11-15T19:07:00,19.79,retail,credit,JP,64,8,1,9.3,0
TXN001690,2024-09-27T22:57:00,174.1,healthcare,debit,JP,18,0,0,9.4,0
TXN001691,2024-07-04T01:26:00,79.42,healthcare,debit,FR,40,9,1,5.6,0
TXN001692,2024-10-22T21:49:00,84.32,grocery,debit,UK,64,3,0,0.6,0
TXN001693,2024-09-27T06:33:00,58.43,restaurant,debit,US,27,22,0,1.3,0
TXN001694,2024-09-02T15:13:00,4.06,healthcare,digital_wallet,US,36,13,0,30.6,0
TXN001695,2024-11-07T10:31:00,49.49,online,credit,CA,34,1,0,0.9,0
TXN001696,2024-10-09T22:47:00,7.84,restaurant,credit,FR,67,21,0,1.3,0
TXN001697,2024-07-07T15:59:00,90.79,travel,credit,DE,36,11,1,10.0,0
TXN001698,2024-11-15T07:54:00,91.43,grocery,debit,AU,55,18,0,30.4,0
TXN001699,2024-02-06T05:35:00,140.86,online,debit,CA,79,2,0,5.3,0
TXN001700,2024-04-13T00:12:00,75.33,grocery,debit,FR,26,2,0,1.5,0
TXN001701,2024-09-19T05:40:00,128.87,online,digital_wallet,AU,49,11,0,9.0,0
TXN001702,2024-03-01T18:38:00,13696.41,grocery,debit,AU,28,2,0,31.7,1
TXN001703,2024-11-19T04:15:00,32.65,travel,debit,CA,74,6,1,11.6,0
TXN001704,2024-05-23T21:50:00,136.66,grocery,debit,US,53,6,0,13.4,0
TXN001705,2024-11-01T16:18:00,19.74,grocery,digital_wallet,CA,59,7,0,12.2,0
TXN001706,2024-10-07T04:28:00,34.94,retail,credit,CA,19,17,1,0.2,0
TXN001707,2024-05-24T01:38:00,7761.08,travel,digital_wallet,JP,39,13,1,17.7,1
TXN001708,2024-12-11T10:12:00,83.16,grocery,digital_wallet,US,41,11,0,18.8,0
TXN001709,2024-04-28T22:19:00,65.83,retail,digital_wallet,CA,53,11,0,9.3,0
TXN001710,2024-11-09T18:22:00,261.33,travel,credit,DE,55,13,1,34.3,0
TXN001711,2024-05-09T20:47:00,32.06,grocery,digital_wallet,DE,37,0,0,20.8,0
TXN001712,2024-02-24T07:50:00,2.99,grocery,credit,US,65,6,0,6.3,0
TXN001713,2024-06-11T16:09:00,3.4,online,debit,UK,27,13,0,2.5,0
TXN001714,2024-08-24T10:07:00,189.0,travel,digital_wallet,FR,57,21,0,5.6,0
TXN001715,2024-07-25T06:20:00,16.72,travel,debit,DE,71,18,0,26.2,0
TXN001716,2024-09-09T17:28:00,73.79,travel,credit,US,76,15,1,7.7,0
TXN001717,2024-09-26T03:02:00,41.74,restaurant,credit,AU,72,8,0,35.5,0
TXN001718,2024-09-14T01:33:00,16.91,healthcare,digital_wallet,UK,27,6,0,1.2,0
TXN001719,2024-06-21T14:28:00,53.48,restaurant,debit,DE,38,16,0,15.3,0
TXN001720,2024-03-07T20:31:00,20.4,grocery,digital_wallet,UK,68,6,0,7.5,0
TXN001721,2024-02-15T08:38:00,76.69,online,credit,DE,41,5,0,15.4,0
TXN001722,2024-03-09T20:48:00,558.17,healthcare,credit,UK,63,0,1,9.2,0
TXN001723,2024-02-04T15:25:00,10.44,travel,debit,CA,60,5,0,10.9,0
TXN001724,2024-01-04T02:27:00,38.75,retail,debit,FR,78,3,0,10.0,0
TXN001725,2024-03-05T18:17:00,320.06,healthcare,credit,CA,19,13,1,1.7,0
TXN001726,2024-03-09T02:54:00,199.95,healthcare,credit,US,77,7,0,6.5,0
TXN001727,2024-01-02T14:44:00,24.77,retail,debit,US,44,23,1,1.4,0
TXN001728,2024-02-04T18:29:00,13.95,restaurant,debit,UK,24,14,0,11.9,0
TXN001729,2024-02-24T19:55:00,716.85,retail,digital_wallet,AU,49,6,0,2.2,0
TXN001730,2024-07-16T20:44:00,43.61,restaurant,debit,UK,60,17,0,1.2,0
TXN001731,2024-01-28T22:18:00,126.18,retail,credit,JP,30,15,0,15.5,0
TXN001732,2024-05-16T12:14:00,1449.5,restaurant,digital_wallet,CA,47,11,0,30.7,0
TXN001733,2024-07-20T13:23:00,74.75,grocery,credit,FR,71,5,0,3.8,0
TXN001734,2024-09-13T14:25:00,35071.83,healthcare,debit,UK,75,13,0,12.3,1
TXN001735,2024-09-06T10:36:00,6.16,retail,credit,AU,54,3,0,0.2,0
TXN001736,2024-02-02T21:21:00,71.76,travel,credit,US,70,15,0,2.6,0
TXN001737,2024-09-11T23:29:00,7.04,online,debit,CA,52,23,1,18.6,0
TXN001738,2024-12-10T21:32:00,40.1,retail,digital_wallet,UK,64,6,1,8.0,0
TXN001739,2024-06-18T15:02:00,245.26,healthcare,digital_wallet,AU,46,16,0,11.3,0
TXN001740,2024-05-22T01:39:00,346.67,restaurant,digital_wallet,JP,44,11,1,12.2,0
TXN001741,2024-04-19T22:01:00,34.03,grocery,debit,DE,64,8,0,19.4,0
TXN001742,2024-08-12T09:25:00,664.27,retail,credit,UK,77,21,1,2.8,0
TXN001743,2024-07-13T06:37:00,30.83,online,debit,FR,55,17,0,2.0,0
TXN001744,2024-05-15T19:02:00,102.5,travel,digital_wallet,CA,72,0,0,7.7,0
TXN001745,2024-05-22T20:21:00,1.49,travel,credit,UK,20,21,0,1.6,0
TXN001746,2024-12-21T17:49:00,29.51,online,debit,JP,65,14,1,12.7,0
TXN001747,2024-05-09T03:24:00,33859.69,travel,digital_wallet,DE,35,11,0,21.6,1
TXN001748,2024-03-27T18:04:00,399.98,retail,debit,CA,50,15,1,7.6,0
TXN001749,2024-06-24T13:29:00,124.8,travel,digital_wallet,CA,71,15,0,4.0,0
TXN001750,2024-03-04T13:21:00,54.8,healthcare,debit,US,21,20,0,1.0,0
TXN001751,2024-03-06T07:57:00,88.87,grocery,digital_wallet,DE,39,10,0,12.2,0
TXN001752,2024-07-25T22:28:00,13.61,healthcare,debit,AU,68,18,0,31.3,0
TXN001753,2024-01-16T01:38:00,30.86,online,credit,FR,71,14,0,0.1,0
TXN001754,2024-04-13T12:29:00,54.87,grocery,credit,JP,37,1,0,4.6,0
TXN001755,2024-11-03T17:28:00,177.69,restaurant,credit,FR,80,19,0,8.5,0
